carat,cut,color,clarity,depth,table,price,x,y,z,prediction
1.2651983016119663,Good,H,VVS2,63.5940725912817,47.32850675427541,15038,7.480814577388323,7.479699156670397,3.2301827626566655,9845.24
3.9778540941579337,Fair,D,VVS2,52.72421880809181,51.97889435479597,16956,4.1497287128488525,4.3027892790062845,7.511770978431536,13314.37
4.232961226908545,Good,D,SI1,54.258176583067076,64.05051109519104,2925,4.99316191128367,4.076026379850905,5.973080863991038,13618.04
1.5158413758556883,Very Good,F,SI1,61.500055343688544,67.3077791009154,2927,6.424588341071015,8.879524706122304,1.0463816976518419,15300.82
2.201004176474339,Ideal,D,VS2,54.41511944429185,50.46158520392757,2991,10.366929498859744,2.423267091546855,4.259171021344744,9687.61
0.9467146324881288,Ideal,G,SI1,66.38072950294091,69.89304144801571,11254,4.380394644262063,1.974174823167351,1.2437869518599534,2305.89
1.1562935739923763,Ideal,J,SI1,55.813247984764956,49.66651426037597,5747,7.869366464958528,3.2489290095028704,6.4061044312658515,4238.91
1.4168060951207992,Ideal,F,SI1,51.68497350080947,70.31704694380295,14209,9.079654450125979,7.127851857349166,3.4947490854087193,10260.88
2.8569503859768526,Ideal,H,VS2,59.24798760574169,78.72409516018801,11389,3.828736708717359,1.3406324048565108,2.338638344623751,6511.42
1.0483367033241378,Ideal,E,VS2,60.77634862057753,52.59374711221147,10740,9.833710399715883,7.175654295239319,2.986514753530696,7859.66
3.894733721990016,Premium,G,VS2,70.32993751535243,49.630870826808255,15269,10.697661419278568,5.167403927995539,2.4325664239580647,9235.21
1.899091284271097,Premium,D,SI1,57.23002736871637,47.14451943383323,4166,5.394423913368826,1.5517322448630841,0.07988907288312083,12663.14
3.197810063570208,Ideal,J,VVS2,57.0638407060422,51.05714704391652,13245,8.618281175654898,6.5098724490821605,7.97041058326867,6258.8
2.216129927551258,Ideal,F,VS2,54.342816231802495,46.181517323921206,3643,4.525684241870995,7.554282381917523,5.210726827389859,16863.07
0.6879232281487047,Very Good,H,VVS2,53.246742287874895,59.64340398635652,13614,8.864462414383409,2.6252779571895855,1.690318673377338,2215.8891666666664
2.446723942638829,Premium,D,I1,72.9024054580698,55.09335780059501,7312,4.430698982480741,1.457085104648663,5.587784843730966,2684.11
4.045452150659305,Ideal,E,VS1,62.56958175317618,73.3021771309308,6984,9.791004637187704,0.21551011523510466,3.999859994296843,9079.92
1.450856694052605,Premium,F,IF,64.28759099192267,54.48027048635813,10415,10.262250403792429,8.958363599438636,0.8622541137314593,15447.72
3.671033209666096,Ideal,F,VS2,67.91426342513799,43.5138475334426,17651,4.271088585518839,6.156457227542879,5.3486453210609,8830.17
0.28353407668912384,Ideal,E,VVS2,63.79903489227173,43.65978565643381,18058,10.606855325856877,5.0278076617501615,0.23553623057628365,1722.98
3.5129587773301387,Premium,G,SI1,69.45008455145133,77.09742782092462,12062,7.919507118397984,1.1770805743851285,7.759763014215125,14151.88
2.972422636970388,Ideal,G,SI1,52.04234691917046,68.11769741376082,2325,5.277792265226618,7.417387604719898,7.424971950851296,13506.88
2.79950349962466,Ideal,G,VVS2,71.99323830902358,67.56544560829443,3241,5.2015151682076795,0.06256951833531882,2.476807089116261,8498.92
2.3001465481741423,Ideal,E,VS2,60.74648924811757,72.3317418748299,11431,6.325633973181671,2.4991753357544066,0.740950546049856,9473.19
3.484744304884322,Fair,D,SI2,52.25238335591826,67.52453805595418,14248,10.045103114882801,6.970467664595304,6.572992735147463,9651.82
1.2415871023830203,Good,G,SI2,60.11101687484146,60.31209171610492,16738,5.652112768683489,10.454338550921273,3.4213223457461113,14565.1
4.375912445392222,Ideal,H,VS2,70.43387427388322,67.94646999987106,16082,8.667624463458926,6.7875587261016905,8.015618315410428,9397.0
3.4741296145443243,Very Good,F,VVS2,66.42002159607391,50.71779871314447,17795,8.80768447357226,7.88008916245198,5.263428713449301,15334.38
0.42188378713497854,Premium,D,VVS2,62.3936344442657,67.45441891854479,4537,4.047896365432622,5.7598336186969465,6.206827356282531,2425.34
0.5220742373909737,Very Good,G,SI1,51.355133824268265,47.22005929511352,16580,10.668244908232763,2.1233119589414713,6.031301092076256,1631.46
1.6280276210661053,Premium,F,SI2,68.02180843195195,51.50341885922374,5326,4.0677131170542475,2.9776712068405624,3.236512379108085,9565.87
1.5719593447911808,Ideal,G,VS2,70.62796329868608,57.85887734448125,9980,4.090426218109724,2.763009723482423,7.729196465583736,9528.79
0.9896518743326286,Ideal,J,VS1,64.58854221223288,75.23473164656866,6730,4.331953357990876,10.031906941477336,4.941016274796954,4699.79
2.1971729786311904,Premium,G,SI1,56.105846257602025,77.5834598786343,10776,10.161660140899034,1.3995210635852133,4.70883773309534,14177.58
3.3471792275121337,Premium,E,VS1,63.84433869015844,50.70054427205881,17292,6.149696436994139,2.5287835832788153,5.045896073165069,8557.23
4.165369053576446,Ideal,I,SI1,58.09523631392641,63.754358028325015,18040,7.838694493158721,0.46563997781292754,1.8058652542040836,13010.26
0.22209524505488537,Very Good,H,VS1,57.9110678962492,65.17167419888058,16665,9.756161090396047,0.3681320945901732,5.666209954487423,1026.64
0.27390106307287565,Good,I,VS2,65.58574129978646,44.506489809384625,5902,6.575958033835072,6.878176552176149,6.680079350341971,2260.29
1.276275266787941,Ideal,G,VS2,64.89028431930545,67.59884092333934,18802,5.674735049673398,8.701739482427275,0.5408093625234958,15224.47
2.2486882247771645,Premium,E,SI2,52.79830923623537,67.86527308901834,4290,8.571729658590826,6.186931324347719,0.04994494042968934,11363.15
0.6447676293667379,Ideal,I,SI2,55.15140062039848,61.61040671792907,18739,6.97319019602563,0.3151857907189944,5.005453851367058,1515.97
2.752214771492609,Premium,D,VS1,52.55574220967581,55.534790292527504,10309,9.738666433046323,6.366473065746252,0.26833442894643406,8551.54
1.3886771918075929,Very Good,E,VS1,72.0129227464893,65.14081924197568,9960,9.708692096226823,9.791335219425523,0.020115833535362573,15054.93
2.98220304083911,Premium,I,SI1,59.71495166110629,70.15889508689463,9694,8.748067465861244,6.272867022937473,1.9249986360730478,12832.74
0.6138825649995687,Very Good,I,VS2,52.86572608946785,60.462085142184854,407,5.040094565275661,6.560055643381326,6.036859770842831,2535.57
3.1856286483866683,Ideal,G,SI2,70.4207776840007,46.497295942069584,10742,4.597726997886286,6.733913545682884,1.839152729054872,11801.51
0.45507919028383137,Ideal,H,VVS2,68.61079949889637,58.496192609905606,4676,4.434382615138259,9.32530006312835,2.9036124104488037,3288.22
3.5203887520043837,Ideal,E,IF,64.07947378540305,48.30109239618032,6503,10.138961876020643,3.323160000609098,6.673158574344038,12533.09
2.154694320450355,Ideal,J,VS2,66.94414974664546,45.5934319949113,15273,9.284311853020522,0.5842835563831715,6.974887481139763,5292.656666666668
1.561778536903944,Ideal,I,SI1,66.320159368929,60.88471467189905,10745,5.489621318262007,3.5490765758939986,2.8420568625280542,9380.66
3.0635353344450205,Very Good,H,VS1,71.76505758699197,60.00169731854024,13297,5.588790209817251,2.890265870664126,6.752098345957975,6860.38
3.2671107788985907,Premium,F,SI1,61.54505551883109,62.63515991115941,14068,5.800889644749343,4.292801705369718,1.9980656129846197,12094.88
2.408865698513928,Ideal,D,SI2,71.74861212647758,47.78040897131144,6777,5.524774781554605,5.072723014374637,7.4081015702884665,13218.02
1.0431204885790182,Premium,F,SI1,52.40036397847806,45.8911920342859,6187,5.5075172408219855,0.4216667893887807,2.1067323312653574,4273.83
4.286140988555033,Ideal,F,VS1,56.29737801227799,78.44048356276218,898,9.704371156242768,1.5075032445975032,2.006111356797507,8796.886666666665
1.749092893043796,Good,E,VS2,60.42683717698242,73.38791685216,12375,9.242552143157402,7.58515395334197,5.280097250921742,16147.25
2.73201301762097,Good,G,SI1,69.57752361665754,74.65746556200367,6692,4.700445817060724,2.8635211338540962,3.8696967347870137,12669.39
4.354611801472234,Ideal,H,SI1,73.16712055872401,51.092768529509556,16840,7.714089823905066,7.9566214231510966,3.6853627180068282,15358.88
3.5395552220765105,Premium,I,SI2,62.783144044774495,48.76823996377526,713,10.67187702837531,0.20450326762586027,1.4634063583975132,11566.79
4.494282052152897,Good,G,SI1,52.39020207829796,70.6325961668534,14148,5.738494603491366,10.121522800173885,7.484185816413688,15730.7
0.7704968259524871,Ideal,E,SI1,53.33558839588787,78.19565637656422,10968,10.417306982058115,8.858425693944568,4.09102658113129,4347.3
1.9932647361052933,Ideal,D,SI1,69.84786492627036,78.86088779663436,13919,8.904691493205785,3.1097728646191904,5.927691166832454,14268.88
3.7562937910758354,Good,G,SI1,64.9835731216652,43.64246845733244,13797,4.7308311630121125,4.860485549539417,3.832069849562522,12301.26
2.037797013309761,Good,G,SI1,51.92032635055381,68.67999470926641,9130,8.85180230202494,0.8938286776797838,0.4044035098620392,13554.37
3.7757144586624944,Ideal,H,VS1,59.82241769615068,57.370707643540214,18333,5.948862548225545,6.397935176319531,5.06360926457047,6423.91
2.7846798592145454,Very Good,H,SI2,63.377940428682464,66.5762080450356,6174,9.090862347445702,8.287291842604143,5.071575840410432,14676.8
2.5503146125554577,Premium,E,VVS1,58.271689829411784,77.78715045768683,16951,6.760163439025055,6.629975137146,0.5732884476732115,12772.97
2.764516273946886,Ideal,D,VS1,61.943209365130585,63.55850661723079,4209,7.410684653152215,5.288878554171111,4.687776605581835,9784.416666666666
3.3201603102546877,Premium,G,VS1,60.96339190053497,78.44181481976827,11312,9.105362226937176,4.383109522026563,2.643344769315181,7731.05
2.8252049299144804,Ideal,H,VVS2,72.68296583462018,73.47885837859167,9275,7.47062374408285,1.826909561955168,2.3425249245515007,6425.24
2.566741328702039,Very Good,G,VS2,61.07488182115098,77.15329203519349,11542,10.603914906634396,7.954530764858538,3.6080055305202317,16076.35
4.395706913979694,Very Good,D,VS2,59.31256378923432,67.21431116923915,17155,6.1353162255971245,4.551265731595302,4.015138121802555,8611.73
3.219863262543013,Ideal,H,VS2,56.18312624002101,61.562301815143286,7812,4.7519389890432935,7.58020668786133,0.5551984830968143,12217.87
1.259764869198736,Premium,D,SI2,71.07051556924768,57.628703729387155,9877,10.721605665147761,5.62030378052457,0.7310437446935695,5264.567333333334
3.0726710184275294,Very Good,G,SI1,59.209285801261814,69.47995234137625,3015,7.134012974670419,6.8376586238356625,2.8994054325333147,12207.41
0.7829570634774385,Ideal,D,VS2,53.44470296077319,45.4727334591912,397,9.464257830950123,7.6147156479669444,3.0369083230639657,4105.85
2.931109675226744,Premium,D,IF,55.10826398475433,76.90896076809238,14572,6.229905099249656,5.488664803672607,7.4536130449317035,15157.86
3.373363225997398,Ideal,D,SI1,61.747517139764376,56.03119419829427,17395,7.729298097249895,6.536029419745555,7.177520802178109,14347.87
1.9503317650378784,Very Good,H,SI2,70.84854146084515,67.31597537696226,9094,7.430718956729157,0.13501117291708167,4.096851783097768,10747.94
0.7814449754728146,Fair,G,SI1,63.320407789143864,43.00297453926383,4624,4.532816353504727,0.8699697115380978,2.4887157450158353,1868.92
1.2501010920778495,Ideal,H,VS2,70.0387312170759,76.84305576545873,9437,3.7693336903923544,6.435737142895566,6.304866306382001,5818.76
4.25375432346245,Ideal,D,SI2,60.5828045920474,68.23002296648981,9268,6.2893426589880015,6.970256177958756,1.4927636712273287,11908.05
4.231579973396332,Premium,I,VVS2,55.0762444923591,67.48389311911863,9905,10.602819186880383,5.15327121994924,5.275161735242632,6021.77
2.0617766199566043,Ideal,G,SI2,62.61526910159354,51.981240110347606,3525,8.975808714548391,3.230161213917903,3.307015204463751,10635.16
0.3358144329269176,Premium,G,VVS1,58.74426374826846,64.58771507288311,7479,7.494501201061704,2.8547268642499883,4.358713417186591,1232.11
2.6672498963536038,Ideal,H,SI2,66.79665119135154,50.24023458223883,17679,8.014557115212805,6.89578904134885,5.421905520476686,9542.59
0.3695134194253733,Very Good,G,VS1,53.04161942586127,47.66221944127977,1592,10.129283235105582,5.384619716336716,5.121806057525578,1263.51
2.728766327221383,Good,D,VVS2,52.935468832667326,65.8897392006422,6003,3.9393489819291165,8.409332920099056,2.5070683325918424,15347.63
4.017421152209004,Very Good,G,SI1,67.44759287023341,44.70935340662941,5440,9.709256530789213,5.291144747456083,3.183607494111028,12886.42
2.2974383550279827,Very Good,E,SI2,65.19859726807263,51.479728513931654,11099,6.254103042103609,10.302383619546076,2.218302548628314,15696.09
4.231616207217062,Ideal,G,VS2,61.6775913769897,51.57507289799645,4349,4.336773529561384,8.7743964518953,6.093421807011696,17073.38
2.070493652555018,Ideal,F,VS1,72.19236685774034,77.57199593155741,10184,9.393658219127502,4.257768167165354,2.404870344929716,8695.03
0.4550779830935465,Fair,J,VS1,70.28920068349734,74.30735171146229,5714,6.718024773684221,6.982184928075539,1.4280947682426346,1831.26
3.7926859668515323,Ideal,G,IF,54.916695220192594,43.644187417396495,4328,10.497926801285875,2.0180958915480645,4.569370347685433,10335.536
3.483810014795224,Ideal,D,SI1,72.39489993175204,64.77165736063749,17039,5.659503276092564,10.025423058381547,5.970052290102979,15830.94
2.4801452563929076,Ideal,G,IF,56.54976718968071,48.93074159014063,15673,6.759102782508657,0.17577301344122764,7.587172475830918,9920.83
1.0113104199422478,Premium,G,SI2,71.6642402581831,52.100660713452164,16594,3.8086590844785504,1.4524485660191797,1.9159867390715744,2870.38
4.469567304163221,Ideal,E,SI2,62.90441890010686,61.19822812107966,17349,9.483776042119294,3.7359967110885712,6.186560026611215,11221.36
1.1017648754069336,Ideal,G,SI2,60.83263244836421,68.78006228885779,17275,7.955524221550911,8.947943554687223,6.488677778627738,15670.27
2.35052645730509,Ideal,H,VS2,68.36878450553075,59.35191509578191,13771,7.70060032862679,5.436819944775359,1.1186514155427831,7235.08
2.7995955563489945,Premium,E,VVS2,65.96286089629277,78.23810105364119,17545,6.7047920214798715,3.74705409625888,1.5119084896510948,9595.42
0.6856584516528101,Premium,F,SI2,60.810949763452086,47.087985031590506,5009,10.634707990909266,0.14055030524461284,4.971161302049591,1761.39
1.5611870253692122,Very Good,E,VVS2,59.83774591810152,74.70928360037358,3660,8.310396957980476,6.291485685973945,7.840752591000308,10862.02
1.357507189109144,Ideal,I,SI1,63.198543817516224,73.6893206231564,5422,9.009209461180925,1.5405560019597409,7.91973981699365,8955.82
1.6000198735179845,Premium,F,SI1,56.89313603115342,47.75877945999777,16694,10.576303286362801,9.356152555472443,6.653615099953212,15841.17
0.6768658178185875,Fair,F,SI1,68.54790768193868,57.71205798330652,9838,9.114078172880614,8.953697703071352,3.5322883450541105,3843.67
2.7525517117716793,Ideal,E,SI1,56.527786651203584,43.70851342167354,1439,6.526813654058909,0.7914821718329765,2.958790312043121,12525.54
4.471115855632257,Good,I,SI1,61.3213906892814,74.86300828152858,3084,7.481099859846038,8.057570964736385,1.749782946281512,13831.1
2.9390269778199047,Very Good,H,VS2,59.933233991353035,54.8508027773901,11183,8.380214377064096,8.027409456624943,6.762140297549533,15621.63
4.3567909034071866,Ideal,E,VVS2,57.716345579492135,56.93026086782277,14489,4.27871540241603,7.456493254144199,6.867827469139988,16178.55
1.772661079941483,Ideal,H,VVS1,51.22140858779987,56.92537627848529,1582,10.110964671587022,9.565084595749765,4.320056280359943,15185.65
3.1802509450770913,Ideal,H,SI1,57.380151744452974,43.7523021608071,17740,10.112763659746372,7.934569045212637,7.632486153278196,14256.3
3.687863259090261,Very Good,H,IF,63.13606870659418,54.57162166912703,18508,5.57407374219164,2.8233409474169586,5.068119454222452,6888.94
0.2720773995157705,Ideal,G,VVS2,60.0364802400517,72.86519629410343,13983,8.617195469779867,0.7850377037228019,1.9768757077335541,1216.1
2.668252876815963,Ideal,G,SI1,60.01463607122984,73.94453560248812,18171,9.30997198968723,10.032418127325512,6.734143651020162,16125.25
0.8423201954263824,Premium,G,SI1,59.84946645747434,47.32752486218527,3537,10.244094084889277,4.669820267032482,7.264053505746317,2163.48
2.0993448804314836,Ideal,F,SI1,70.15951385537092,61.89413984365576,18660,5.591020327194642,7.653803298971819,0.8149306674547987,13626.89
1.323114147701685,Very Good,E,VS2,63.96971251625869,55.24380034292547,10345,7.866059146159653,8.178035637125125,2.970948562234422,16274.94
1.5544334848953296,Ideal,G,SI2,67.60311357756191,58.592051441377215,846,6.859873547588856,8.926930156311192,6.041551800591359,15713.33
2.9896246401096263,Ideal,I,VS2,55.49346226267073,53.14499304182418,13878,7.650058953406569,3.3178968797280937,3.1579530203760697,5984.07
0.8135765959660253,Very Good,G,VS1,69.23407745571522,61.88466977857916,13623,5.102332041309182,8.734286582354796,3.3370222894099624,4316.0
3.949726776219376,Ideal,F,VVS2,73.05541870091409,49.988373453311056,7367,7.156699976394828,2.3612387074513523,7.555720367951327,10257.395
2.469536293648674,Ideal,J,VVS2,63.544974253230016,59.90282467499246,2102,7.206030371454165,7.008389724736195,2.8743851344030267,6989.7
0.879308331272088,Premium,D,SI1,59.6220122783741,50.32278868811631,17107,5.744202283505903,7.844929086366113,5.040300616242641,4963.1
1.1268646246546739,Good,I,VS1,58.46339440329343,65.69494464154842,17291,8.809040265466956,3.1425131969726254,2.128556619619808,4708.97
0.40430505189461446,Ideal,F,VS2,61.177772309542185,51.82403156775304,6122,4.329075460091218,1.3228732817321631,1.6151538693489125,754.42
0.2583217887674158,Ideal,H,VVS2,61.86511378160559,65.95209744530476,9794,5.891124140241187,7.975973681894981,6.658617636282266,3728.37
2.4621000889445126,Very Good,E,IF,57.219042609103624,65.07374514503859,14440,7.743460885151293,9.69273959782793,6.885523791402901,16125.31
1.6684795197492541,Very Good,G,VS2,55.24997547272874,48.10828927138592,13841,10.257059457097897,5.0761714928153925,4.573154934574498,9598.82
2.529192644723172,Good,H,VS2,51.688744328044294,68.37348084181963,9465,10.3056764687722,9.706126259918646,0.009254040905012754,14860.11
0.7453464257958171,Premium,H,IF,59.66656656367995,45.93529881345051,15340,9.601495023518062,3.119602918073253,3.4675491078918537,2449.7875
4.490151898071437,Very Good,D,SI2,60.76265594170298,65.47208869158823,1390,7.088017695492146,10.357222895559083,1.3931215882678192,15793.43
